sample_index,rules,n_satisfied_reqs,pred_req_0,real_req_0,pred_req_1,real_req_1,pred_req_2,real_req_2,pred_req_3,real_req_3
935,b'illuminance' > 79.46; b'image resolution' > 36.34; b'obstacle size' > 26.12; b'cruise speed' <= 36.77; 30.09 < b'obstacle distance' <= 72.25; 31.00 < b'power' <= 53.00; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 60.79; b'obstacle distance' > 30.09; b'illuminance' > 56.79,2,1,1,1,1,0,0,0,0
937,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'power' > 53.00; b'smoke intensity' <= 67.44; b'controls responsiveness' > 60.79; b'obstacle distance' <= 72.25; 58.97 < b'image resolution' <= 80.15; b'smoke intensity' <= 67.44; b'power' > 76.75; b'illuminance' <= 56.79; b'obstacle size' > 26.12,2,1,1,1,1,0,0,0,0
938,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'cruise speed' <= 57.30; b'power' > 31.00; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; b'image resolution' > 58.97; b'obstacle distance' <= 72.25; b'firm obstacle' = 1.0; b'cruise speed' <= 18.23; b'obstacle size' <= 50.21; b'controls responsiveness' > 38.48; b'image resolution' > 58.97; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 38.48; b'cruise speed' <= 36.77; b'smoke intensity' > 45.55,4,1,1,1,1,1,1,1,1
939,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 45.55; b'cruise speed' <= 57.30; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'obstacle distance' > 51.10; b'smoke intensity' <= 45.55; b'cruise speed' <= 57.30; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; 26.12 < b'obstacle size' <= 75.32; b'image resolution' > 80.15,3,1,1,0,0,1,1,1,1
940,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'cruise speed' <= 36.77; b'illuminance' > 36.76; b'cruise speed' <= 18.23; 30.09 < b'obstacle distance' <= 72.25; b'smoke intensity' <= 22.73; 36.76 < b'illuminance' <= 79.46; b'image resolution' <= 58.97; b'firm obstacle' = 1.0; b'cruise speed' <= 18.23; b'obstacle distance' > 30.09; 36.76 < b'illuminance' <= 79.46; 36.34 < b'image resolution' <= 58.97; b'smoke intensity' <= 22.73; b'firm obstacle' = 1.0; 56.79 < b'illuminance' <= 79.46; 36.34 < b'image resolution' <= 80.15; b'cruise speed' <= 18.23; 30.09 < b'obstacle distance' <= 51.10; b'power' <= 76.75; b'smoke intensity' <= 67.44,4,1,1,1,1,1,1,1,1
941,b'firm obstacle' = 0.0; b'controls responsiveness' > 60.79; b'cruise speed' <= 57.30; 30.09 < b'obstacle distance' <= 72.25; b'controls responsiveness' > 60.79; b'image resolution' > 36.34; b'obstacle distance' > 51.10; b'cruise speed' <= 57.30; b'power' > 31.00,2,0,0,1,1,0,0,1,1
943,b'firm obstacle' = 1.0; b'smoke intensity' <= 45.55; b'obstacle size' > 26.12; b'illuminance' > 36.76; b'power' > 53.00; b'firm obstacle' = 1.0; 26.12 < b'obstacle size' <= 75.32; b'illuminance' > 79.46; b'controls responsiveness' > 60.79; b'power' > 76.75; b'smoke intensity' <= 45.55; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 60.79; b'illuminance' > 36.76,3,1,1,0,0,1,0,1,1
947,b'illuminance' > 79.46; b'smoke intensity' <= 45.55; b'obstacle size' > 50.21; b'image resolution' > 36.34; b'controls responsiveness' <= 60.79; b'firm obstacle' = 0.0; b'cruise speed' <= 57.30; 30.09 < b'obstacle distance' <= 72.25; b'illuminance' > 56.79; b'smoke intensity' <= 45.55,2,1,1,1,1,0,0,0,0
949,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'power' > 53.00; b'smoke intensity' <= 67.44; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'illuminance' > 36.76; 53.00 < b'power' <= 76.75; b'smoke intensity' <= 22.73; b'image resolution' <= 80.15,2,1,1,0,0,1,1,0,0
952,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'cruise speed' <= 57.30; b'smoke intensity' <= 67.44; b'firm obstacle' = 1.0; 36.77 < b'cruise speed' <= 57.30; b'image resolution' > 80.15; b'obstacle size' <= 75.32; b'illuminance' > 56.79; b'obstacle distance' > 30.09; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; 56.79 < b'illuminance' <= 79.46; 36.77 < b'cruise speed' <= 57.30; b'image resolution' > 36.34; b'power' <= 53.00; b'smoke intensity' <= 67.44,3,1,1,0,0,1,1,1,1
953,b'smoke intensity' <= 45.55; b'illuminance' > 56.79; b'image resolution' > 36.34; b'obstacle size' > 50.21; b'obstacle distance' <= 30.09; b'firm obstacle' = 0.0; b'controls responsiveness' > 38.48; b'cruise speed' <= 57.30; 31.00 < b'power' <= 53.00; b'controls responsiveness' > 81.26; b'obstacle size' <= 75.32; b'illuminance' > 56.79; b'image resolution' > 36.34; 22.73 < b'smoke intensity' <= 45.55; 18.23 < b'cruise speed' <= 57.30; 31.00 < b'power' <= 76.75,3,1,1,1,1,0,0,1,1
954,b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'obstacle distance' > 30.09; 31.00 < b'power' <= 76.75; b'illuminance' > 79.46; b'image resolution' > 36.34; b'obstacle size' <= 26.12; b'illuminance' > 56.79; b'image resolution' > 80.15; b'power' > 31.00; 18.23 < b'cruise speed' <= 36.77; b'obstacle distance' > 72.25; b'smoke intensity' <= 67.44,2,0,0,1,1,0,0,1,1
955,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'image resolution' > 36.34; b'cruise speed' <= 18.23; b'firm obstacle' = 1.0; b'cruise speed' <= 18.23; b'illuminance' > 56.79; b'controls responsiveness' > 81.26; b'obstacle distance' > 30.09; b'image resolution' > 36.34; b'power' <= 53.00; b'firm obstacle' = 1.0; b'controls responsiveness' > 81.26; b'image resolution' > 80.15; b'cruise speed' <= 57.30; 30.09 < b'obstacle distance' <= 51.10; b'illuminance' > 36.76,3,1,1,0,0,1,1,1,1
956,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' > 26.12; b'image resolution' > 58.97; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'illuminance' > 56.79,2,1,1,0,0,0,0,1,1
957,b'cruise speed' <= 18.23; b'controls responsiveness' > 60.79; b'illuminance' > 36.76; b'image resolution' > 80.15; b'smoke intensity' <= 45.55; b'obstacle size' > 26.12; b'firm obstacle' = 1.0; b'cruise speed' <= 18.23; b'obstacle size' <= 75.32; b'obstacle distance' > 72.25; b'controls responsiveness' > 38.48; b'illuminance' > 36.76,2,0,0,1,1,1,0,0,0
960,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 67.44; b'power' > 53.00; b'cruise speed' <= 36.77; b'controls responsiveness' > 81.26; b'illuminance' > 56.79; b'image resolution' > 58.97; b'smoke intensity' <= 67.44; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 75.32; b'controls responsiveness' > 81.26; b'illuminance' > 56.79; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 60.79; b'image resolution' > 58.97; b'cruise speed' <= 57.30,4,1,1,1,1,1,1,1,1
961,b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 81.26; b'controls responsiveness' > 60.79; b'obstacle size' <= 26.12; b'cruise speed' <= 18.23; b'obstacle distance' > 72.25; b'image resolution' > 36.34; 36.76 < b'illuminance' <= 79.46; 31.00 < b'power' <= 53.00; b'smoke intensity' <= 67.44,2,0,1,1,1,0,1,1,1
963,b'firm obstacle' = 1.0; b'obstacle size' > 26.12; b'cruise speed' <= 36.77; b'smoke intensity' <= 45.55; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'illuminance' > 79.46; b'image resolution' > 36.34; b'smoke intensity' <= 22.73; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'illuminance' > 36.76; b'image resolution' > 36.34; b'controls responsiveness' > 38.48; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'illuminance' > 56.79; b'image resolution' > 36.34,4,1,1,1,1,1,1,1,1
964,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'obstacle size' > 50.21; b'cruise speed' <= 57.30; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; 30.09 < b'obstacle distance' <= 51.10; b'obstacle size' > 50.21; b'smoke intensity' <= 67.44; b'power' > 76.75; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; 50.21 < b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'obstacle distance' > 30.09; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; 18.23 < b'cruise speed' <= 36.77; 30.09 < b'obstacle distance' <= 72.25; b'power' > 76.75; b'smoke intensity' <= 45.55,4,1,1,1,1,1,1,1,1
969,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'cruise speed' <= 57.30; b'obstacle distance' <= 72.25; b'image resolution' > 36.34; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'illuminance' > 79.46; b'smoke intensity' <= 22.73; b'image resolution' > 36.34; b'obstacle distance' <= 72.25; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 75.32; b'illuminance' > 56.79; b'image resolution' > 36.34; b'firm obstacle' = 1.0; b'obstacle size' <= 26.12; b'illuminance' > 79.46; b'controls responsiveness' > 38.48; b'cruise speed' <= 57.30,4,1,1,1,1,1,1,1,1
971,b'firm obstacle' = 1.0; b'obstacle size' > 26.12; b'smoke intensity' <= 67.44; b'image resolution' > 80.15; 36.76 < b'illuminance' <= 56.79; 38.48 < b'controls responsiveness' <= 81.26; b'image resolution' > 58.97; 30.09 < b'obstacle distance' <= 51.10; 45.55 < b'smoke intensity' <= 67.44; b'power' <= 76.75; b'firm obstacle' = 1.0; 38.48 < b'controls responsiveness' <= 81.26; 36.76 < b'illuminance' <= 79.46; b'image resolution' > 58.97; b'smoke intensity' <= 67.44; 30.09 < b'obstacle distance' <= 72.25; b'power' <= 31.00,3,1,1,1,1,0,0,1,1
973,b'firm obstacle' = 1.0; b'cruise speed' <= 18.23; b'obstacle size' <= 75.32; b'obstacle distance' > 30.09; b'illuminance' > 56.79; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; b'obstacle size' <= 50.21; b'cruise speed' <= 36.77; b'illuminance' > 56.79,2,0,0,0,0,1,0,1,1
974,b'firm obstacle' = 1.0; b'obstacle size' > 26.12; b'smoke intensity' <= 67.44; b'cruise speed' <= 57.30; b'cruise speed' <= 57.30; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; 30.09 < b'obstacle distance' <= 72.25; b'smoke intensity' <= 67.44; b'obstacle size' <= 50.21; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; b'obstacle distance' > 51.10; b'cruise speed' <= 57.30; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'cruise speed' <= 57.30; b'illuminance' > 56.79; b'controls responsiveness' > 38.48,4,1,1,1,1,1,1,1,1
975,b'firm obstacle' = 1.0; b'cruise speed' <= 57.30; b'smoke intensity' <= 67.44; b'power' > 53.00; b'obstacle distance' <= 51.10; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 60.79; b'illuminance' > 56.79; b'cruise speed' <= 57.30,2,1,1,0,0,0,0,1,1
977,b'smoke intensity' <= 22.73; b'illuminance' > 36.76; b'image resolution' > 36.34; b'obstacle size' > 26.12; b'power' > 76.75; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'power' > 76.75,2,1,0,1,1,0,0,0,0
979,b'firm obstacle' = 1.0; b'cruise speed' <= 57.30; b'illuminance' > 79.46; b'smoke intensity' <= 67.44; b'obstacle size' > 26.12; b'cruise speed' <= 57.30; b'illuminance' > 79.46; 51.10 < b'obstacle distance' <= 72.25; 22.73 < b'smoke intensity' <= 67.44; 36.34 < b'image resolution' <= 58.97; b'obstacle size' <= 75.32; b'firm obstacle' = 1.0; b'illuminance' > 79.46; b'obstacle size' <= 75.32; b'cruise speed' <= 57.30; b'image resolution' > 36.34; 51.10 < b'obstacle distance' <= 72.25; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'illuminance' > 79.46; b'cruise speed' <= 57.30; b'image resolution' > 36.34; b'obstacle distance' > 30.09,4,1,1,1,1,1,1,1,1
981,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'power' > 53.00; b'obstacle distance' <= 51.10; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'obstacle size' <= 26.12; b'controls responsiveness' > 60.79; b'image resolution' > 36.34; b'illuminance' > 56.79; b'firm obstacle' = 1.0; b'obstacle size' <= 26.12; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; b'obstacle distance' > 30.09,3,1,1,0,0,1,1,1,1
990,b'illuminance' > 79.46; b'smoke intensity' <= 45.55; b'obstacle size' > 50.21; 18.23 < b'cruise speed' <= 57.30; 30.09 < b'obstacle distance' <= 51.10; b'power' > 31.00; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; 30.09 < b'obstacle distance' <= 72.25; b'illuminance' > 36.76,2,1,0,1,1,0,0,0,0
991,b'smoke intensity' <= 22.73; b'obstacle size' > 50.21; b'image resolution' > 36.34; b'obstacle distance' <= 51.10; b'illuminance' > 36.76; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 60.79; b'smoke intensity' <= 22.73; b'controls responsiveness' > 60.79; b'obstacle size' <= 75.32; b'image resolution' > 36.34; b'cruise speed' <= 36.77; b'illuminance' > 36.76; b'smoke intensity' <= 45.55; b'obstacle distance' > 30.09; b'power' <= 76.75,3,1,1,1,1,0,0,1,1
992,b'smoke intensity' <= 22.73; b'illuminance' > 36.76; b'image resolution' > 58.97; b'obstacle size' > 26.12; b'obstacle distance' <= 30.09; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 81.26; b'smoke intensity' <= 67.44,2,1,1,1,1,0,0,0,0
994,b'firm obstacle' = 1.0; b'obstacle size' > 75.32; b'image resolution' > 36.34; b'smoke intensity' <= 45.55; b'firm obstacle' = 1.0; b'controls responsiveness' > 81.26; b'illuminance' > 36.76; 36.34 < b'image resolution' <= 58.97; 30.09 < b'obstacle distance' <= 72.25; b'power' > 31.00,2,1,1,0,0,0,0,1,1
995,b'firm obstacle' = 1.0; b'obstacle size' > 26.12; b'illuminance' > 36.76; b'smoke intensity' <= 45.55; 18.23 < b'cruise speed' <= 36.77; b'smoke intensity' <= 22.73; 51.10 < b'obstacle distance' <= 72.25; 36.76 < b'illuminance' <= 79.46; b'obstacle size' > 26.12; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'obstacle distance' > 51.10; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; 18.23 < b'cruise speed' <= 57.30; b'image resolution' > 36.34; b'illuminance' > 36.76,4,1,1,1,1,1,1,1,1
996,b'firm obstacle' = 1.0; b'image resolution' > 80.15; b'smoke intensity' <= 67.44; b'power' > 53.00; b'controls responsiveness' <= 81.26; b'image resolution' > 80.15; 38.48 < b'controls responsiveness' <= 81.26; b'illuminance' > 79.46; b'obstacle distance' > 30.09; 22.73 < b'smoke intensity' <= 67.44; 31.00 < b'power' <= 76.75; b'obstacle size' <= 26.12; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 38.48; b'illuminance' > 56.79; b'image resolution' > 58.97,3,1,1,1,1,1,1,0,0
998,b'firm obstacle' = 0.0; b'cruise speed' <= 57.30; b'controls responsiveness' > 38.48; b'power' > 76.75; b'obstacle size' <= 26.12; b'image resolution' > 58.97; b'controls responsiveness' > 60.79; b'obstacle size' <= 26.12; 56.79 < b'illuminance' <= 79.46; b'image resolution' > 80.15; b'cruise speed' <= 57.30; b'obstacle distance' > 51.10; b'power' > 76.75,2,0,1,1,1,0,0,1,1
1000,b'smoke intensity' <= 45.55; b'image resolution' > 80.15; b'illuminance' > 56.79; b'obstacle size' > 26.12; b'power' > 53.00; b'firm obstacle' = 0.0; b'controls responsiveness' > 60.79; b'cruise speed' <= 57.30; b'image resolution' > 80.15; b'controls responsiveness' > 60.79; b'obstacle size' <= 75.32; b'image resolution' > 80.15; 56.79 < b'illuminance' <= 79.46; b'obstacle distance' > 30.09; 53.00 < b'power' <= 76.75; b'smoke intensity' <= 22.73; b'cruise speed' <= 57.30,3,1,0,1,1,0,0,1,1
1001,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 45.55; b'controls responsiveness' <= 60.79; b'cruise speed' <= 18.23; b'power' > 76.75; b'smoke intensity' <= 22.73; 30.09 < b'obstacle distance' <= 72.25; b'obstacle size' > 50.21; b'image resolution' <= 80.15,2,1,1,1,1,0,0,0,0
1003,b'firm obstacle' = 1.0; b'image resolution' > 58.97; b'obstacle size' > 50.21; 36.76 < b'illuminance' <= 79.46; b'controls responsiveness' <= 81.26; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 60.79; b'illuminance' > 36.76; b'image resolution' > 58.97; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 60.79; b'image resolution' > 80.15,3,1,1,0,0,1,0,1,1
1006,b'firm obstacle' = 1.0; b'cruise speed' <= 57.30; b'smoke intensity' <= 67.44; 51.10 < b'obstacle distance' <= 72.25; b'cruise speed' <= 18.23; b'controls responsiveness' > 60.79; b'illuminance' > 56.79; 30.09 < b'obstacle distance' <= 72.25; b'smoke intensity' <= 22.73; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'cruise speed' <= 36.77; b'obstacle distance' > 51.10; b'controls responsiveness' > 38.48; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; b'obstacle size' <= 50.21; b'illuminance' > 36.76; b'cruise speed' <= 36.77,4,1,1,1,1,1,1,1,1
1009,b'smoke intensity' <= 22.73; b'illuminance' > 56.79; b'image resolution' > 36.34; b'obstacle size' > 50.21; b'obstacle distance' <= 72.25; b'firm obstacle' = 0.0; b'controls responsiveness' > 81.26; b'image resolution' > 36.34; b'obstacle distance' > 51.10; b'controls responsiveness' > 81.26; b'illuminance' > 79.46; b'obstacle distance' > 51.10; b'obstacle size' <= 75.32; b'image resolution' > 36.34; b'smoke intensity' <= 45.55; b'cruise speed' > 57.30; b'power' > 31.00,3,1,1,1,1,1,1,0,0
1013,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 67.44; b'power' > 53.00; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 75.32; b'obstacle distance' > 51.10; b'controls responsiveness' > 38.48; b'firm obstacle' = 1.0; b'controls responsiveness' > 38.48; 50.21 < b'obstacle size' <= 75.32; b'image resolution' > 58.97; b'obstacle distance' > 30.09,3,1,1,0,0,1,1,1,1
1014,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'obstacle distance' <= 30.09; b'image resolution' > 58.97; 38.48 < b'controls responsiveness' <= 60.79; 58.97 < b'image resolution' <= 80.15; 26.12 < b'obstacle size' <= 75.32; 45.55 < b'smoke intensity' <= 67.44; b'obstacle distance' <= 72.25; b'firm obstacle' = 1.0; 26.12 < b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; 58.97 < b'image resolution' <= 80.15; 45.55 < b'smoke intensity' <= 67.44; b'obstacle distance' <= 72.25; b'firm obstacle' = 1.0; 38.48 < b'controls responsiveness' <= 81.26; 50.21 < b'obstacle size' <= 75.32; b'image resolution' > 58.97; b'obstacle distance' <= 72.25; b'illuminance' <= 79.46; b'smoke intensity' <= 67.44,4,1,1,1,1,1,1,1,1
1015,22.73 < b'smoke intensity' <= 45.55; 58.97 < b'image resolution' <= 80.15; b'obstacle size' > 50.21; b'obstacle distance' <= 72.25; 31.00 < b'power' <= 76.75; 38.48 < b'controls responsiveness' <= 81.26; b'firm obstacle' = 0.0; b'controls responsiveness' > 38.48; 30.09 < b'obstacle distance' <= 72.25; b'smoke intensity' <= 45.55; b'illuminance' <= 79.46; b'controls responsiveness' > 60.79; b'obstacle size' <= 75.32; b'image resolution' > 58.97; b'obstacle distance' > 51.10; b'smoke intensity' <= 45.55; b'power' > 31.00,3,1,1,1,1,0,1,1,1
1017,b'firm obstacle' = 1.0; 18.23 < b'cruise speed' <= 57.30; b'illuminance' > 79.46; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'illuminance' > 79.46; 30.09 < b'obstacle distance' <= 72.25; b'smoke intensity' <= 67.44; b'firm obstacle' = 1.0; b'illuminance' > 79.46; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'controls responsiveness' > 38.48; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 38.48; b'illuminance' > 56.79; b'cruise speed' <= 36.77,4,1,1,1,1,1,1,1,1
1018,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'cruise speed' <= 36.77; b'image resolution' > 58.97; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'obstacle distance' > 51.10; b'firm obstacle' = 1.0; b'controls responsiveness' > 38.48; 50.21 < b'obstacle size' <= 75.32; b'image resolution' > 58.97,3,1,1,0,0,1,1,1,1
1024,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 67.44; b'cruise speed' <= 57.30; b'controls responsiveness' > 38.48; b'cruise speed' <= 57.30; b'power' > 31.00; b'illuminance' > 56.79; b'image resolution' > 80.15; 45.55 < b'smoke intensity' <= 67.44; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'illuminance' > 56.79; b'controls responsiveness' > 38.48; b'image resolution' > 58.97; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'cruise speed' <= 57.30; b'image resolution' > 80.15; b'obstacle distance' > 51.10,4,1,1,1,1,1,1,1,1
1025,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'illuminance' > 36.76; b'obstacle distance' <= 72.25; 18.23 < b'cruise speed' <= 57.30; b'cruise speed' <= 57.30; b'illuminance' > 56.79; 30.09 < b'obstacle distance' <= 51.10; 31.00 < b'power' <= 76.75; b'smoke intensity' <= 67.44; 36.34 < b'image resolution' <= 80.15; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'illuminance' > 56.79; b'cruise speed' <= 57.30; b'obstacle distance' > 30.09; b'smoke intensity' <= 45.55; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'cruise speed' <= 57.30; b'illuminance' > 56.79; b'image resolution' > 36.34; b'power' > 31.00,4,1,1,1,1,1,1,1,1
1026,b'smoke intensity' <= 45.55; b'illuminance' > 56.79; b'image resolution' > 36.34; b'obstacle size' > 26.12; b'obstacle distance' <= 72.25; b'cruise speed' <= 36.77; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'illuminance' > 79.46; b'obstacle distance' <= 72.25; b'obstacle size' > 26.12,2,1,1,1,1,0,0,0,0
1029,b'obstacle distance' > 72.25; b'obstacle size' <= 50.21; b'cruise speed' <= 36.77; 36.34 < b'image resolution' <= 58.97; b'illuminance' > 36.76; b'obstacle size' <= 50.21; b'obstacle distance' > 72.25; b'image resolution' > 36.34; 36.76 < b'illuminance' <= 79.46; b'cruise speed' <= 18.23; 31.00 < b'power' <= 76.75,2,0,0,0,0,1,1,1,1
1034,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'cruise speed' <= 57.30; b'power' > 31.00; b'obstacle distance' <= 72.25; b'illuminance' > 79.46; b'controls responsiveness' > 60.79; b'cruise speed' <= 57.30; b'smoke intensity' <= 22.73; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 38.48; b'illuminance' > 56.79; b'obstacle distance' > 51.10; b'firm obstacle' = 1.0; b'obstacle size' <= 26.12; b'controls responsiveness' > 60.79; b'illuminance' > 36.76; b'cruise speed' <= 57.30,4,1,1,1,1,1,1,1,1
1037,b'firm obstacle' = 1.0; b'obstacle size' > 26.12; b'smoke intensity' <= 67.44; b'image resolution' > 58.97; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 38.48; b'obstacle distance' > 30.09; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 60.79; b'illuminance' > 36.76; b'cruise speed' <= 57.30,3,1,1,0,0,1,1,1,1
1040,b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 81.26; b'power' > 76.75; b'obstacle size' <= 26.12; b'illuminance' > 56.79; b'controls responsiveness' > 81.26; b'image resolution' > 80.15; b'obstacle distance' > 72.25; b'cruise speed' <= 18.23; b'smoke intensity' <= 22.73; b'power' > 31.00,2,0,0,1,1,0,0,1,1
1041,b'illuminance' > 56.79; b'smoke intensity' <= 45.55; b'obstacle size' > 50.21; b'image resolution' > 58.97; b'power' > 76.75; b'firm obstacle' = 0.0; b'power' > 76.75; b'obstacle size' > 26.12; 51.10 < b'obstacle distance' <= 72.25; b'image resolution' > 58.97; b'illuminance' > 56.79; b'smoke intensity' > 22.73,2,1,1,1,1,0,0,0,0
1043,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'image resolution' > 36.34; 38.48 < b'controls responsiveness' <= 81.26; b'power' > 31.00; 60.79 < b'controls responsiveness' <= 81.26; 36.76 < b'illuminance' <= 79.46; 30.09 < b'obstacle distance' <= 72.25; 31.00 < b'power' <= 76.75; 36.34 < b'image resolution' <= 58.97; 50.21 < b'obstacle size' <= 75.32; b'smoke intensity' > 22.73; b'firm obstacle' = 1.0; b'controls responsiveness' > 38.48; b'obstacle size' <= 75.32; b'illuminance' > 56.79; b'obstacle distance' > 30.09,3,1,0,1,1,1,0,0,0
1044,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 67.44; b'illuminance' > 36.76; b'image resolution' > 36.34; 38.48 < b'controls responsiveness' <= 60.79; b'illuminance' > 36.76; 50.21 < b'obstacle size' <= 75.32; 51.10 < b'obstacle distance' <= 72.25; 58.97 < b'image resolution' <= 80.15; 22.73 < b'smoke intensity' <= 45.55; b'power' <= 53.00; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'obstacle distance' > 51.10; b'illuminance' > 36.76; b'controls responsiveness' > 38.48; b'firm obstacle' = 1.0; b'controls responsiveness' > 38.48; b'obstacle size' <= 75.32; b'illuminance' > 79.46; b'obstacle distance' > 30.09,4,1,0,1,1,1,1,1,1
1046,b'smoke intensity' <= 45.55; b'obstacle size' > 50.21; b'obstacle distance' <= 30.09; b'image resolution' > 36.34; b'power' > 31.00; b'cruise speed' <= 36.77; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'image resolution' <= 80.15; b'controls responsiveness' > 38.48; b'obstacle size' <= 75.32; b'image resolution' > 36.34; b'cruise speed' <= 36.77,3,1,1,1,1,0,0,1,1
