sample_index,rules,n_satisfied_reqs,pred_req_0,real_req_0,pred_req_1,real_req_1,pred_req_2,real_req_2,pred_req_3,real_req_3,pred_req_4,real_req_4,pred_req_5,real_req_5,pred_req_6,real_req_6,pred_req_7,real_req_7,pred_req_8,real_req_8,pred_req_9,real_req_9,pred_req_10,real_req_10,pred_req_11,real_req_11
1357,countermeasure = 0.0; threat_range > 20104.47; countermeasure = 0.0; day_time <= 6.00; #threats > 26.00; #threats <= 75.00; countermeasure = 0.0; day_time <= 6.00; threat_range > 10398.43; threat_range > 30458.59; formation = 0.0; day_time <= 6.00,10,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1
1358,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; #threats <= 53.00; weather = 4.0; #threats <= 26.00; threat_range <= 10398.43; countermeasure = 0.0; threat_range <= 20104.47; #threats <= 75.00; formation = 1.0; day_time <= 12.00; #threats <= 75.00; countermeasure = 0.0; formation = 1.0; day_time <= 12.00; #threats <= 53.00; countermeasure = 0.0; weather = 4.0; countermeasure = 0.0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1359,countermeasure = 0.0; threat_range > 30458.59; countermeasure = 0.0; flying_speed <= 38.83; #threats > 26.00; #threats <= 53.00; weather = 1.0; countermeasure = 0.0; weather = 1.0; threat_range > 10398.43; flying_speed <= 38.83; countermeasure = 0.0; #threats > 26.00; weather = 1.0; countermeasure = 0.0; day_time > 12.00; threat_range > 10398.43; countermeasure = 0.0; #threats <= 53.00; threat_range > 20104.47,12,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
1360,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; 26.00 < #threats <= 75.00; threat_range <= 30458.59; day_time <= 6.00; weather = 1.0; countermeasure = 0.0; threat_range <= 30458.59; #threats > 26.00; day_time <= 6.00; formation = 1.0; countermeasure = 0.0; day_time <= 12.00; day_time <= 6.00; threat_range <= 20104.47; #threats <= 53.00; day_time <= 6.00,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1361,flying_speed <= 15.83; day_time > 18.00; flying_speed <= 15.83; #threats <= 75.00; flying_speed <= 15.83; formation = 1.0; #threats <= 53.00; threat_range > 30458.59,8,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1
1362,#threats <= 53.00; #threats <= 75.00; #threats > 26.00; threat_range > 30458.59; weather = 2.0; flying_speed <= 27.56; #threats <= 53.00; weather = 2.0; #threats <= 53.00,8,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1
1363,countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 15.83; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 27.56; #threats <= 53.00; flying_speed <= 15.83; weather = 3.0; #threats <= 53.00; threat_range > 30458.59,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1364,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 38.83; #threats > 26.00; #threats <= 75.00; countermeasure = 0.0; #threats > 26.00; 10398.43 < threat_range <= 30458.59; day_time > 6.00; countermeasure = 0.0; threat_range > 10398.43; flying_speed <= 38.83; 12.00 < day_time <= 18.00; countermeasure = 0.0; threat_range <= 30458.59; countermeasure = 0.0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1365,countermeasure = 0.0; threat_range > 10398.43; countermeasure = 0.0; threat_range > 10398.43; 53.00 < #threats <= 75.00; countermeasure = 0.0; 53.00 < #threats <= 75.00; threat_range > 10398.43; threat_range > 30458.59; #threats <= 75.00; countermeasure = 0.0; threat_range > 10398.43; 26.00 < #threats <= 75.00; formation = 0.0; flying_speed > 15.83,11,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1
1366,countermeasure = 0.0; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 27.56; flying_speed <= 15.83; flying_speed <= 27.56; 10398.43 < threat_range <= 20104.47; countermeasure = 0.0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1367,#threats <= 53.00; day_time <= 6.00; day_time <= 12.00; formation = 0.0; day_time <= 6.00; weather = 2.0; #threats <= 26.00; #threats <= 53.00,8,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1368,#threats <= 75.00; threat_range > 30458.59; day_time > 12.00; 26.00 < #threats <= 53.00; day_time > 18.00,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1369,flying_speed <= 27.56; flying_speed <= 38.83; flying_speed <= 38.83; threat_range <= 20104.47; flying_speed <= 15.83,7,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1370,countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 15.83; #threats > 53.00; flying_speed <= 15.83; flying_speed <= 15.83; flying_speed <= 27.56; countermeasure = 0.0; flying_speed <= 15.83; flying_speed <= 15.83; flying_speed <= 15.83,10,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1371,countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 27.56; weather = 3.0; weather = 3.0; flying_speed <= 27.56; countermeasure = 0.0; flying_speed <= 27.56; day_time <= 12.00; countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 27.56; flying_speed <= 38.83; #threats > 75.00; threat_range > 10398.43; weather = 3.0; day_time <= 18.00; countermeasure = 0.0; #threats > 26.00,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1372,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; 26.00 < #threats <= 75.00; formation = 1.0; #threats <= 75.00; #threats <= 75.00; countermeasure = 0.0; day_time <= 6.00; #threats > 26.00; threat_range <= 30458.59; countermeasure = 0.0; flying_speed > 27.56; day_time <= 6.00; countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1373,#threats <= 53.00; #threats <= 26.00; threat_range <= 30458.59; threat_range <= 20104.47; flying_speed <= 38.83; #threats <= 53.00; flying_speed <= 27.56; weather = 3.0; threat_range <= 20104.47; flying_speed <= 27.56,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1374,threat_range > 30458.59; 26.00 < #threats <= 75.00; 15.83 < flying_speed <= 27.56; day_time <= 12.00; day_time <= 6.00,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1375,#threats <= 75.00; weather = 4.0; formation = 0.0; threat_range <= 30458.59; flying_speed > 38.83,7,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1
1376,countermeasure = 0.0; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 27.56; day_time <= 6.00; countermeasure = 0.0; flying_speed <= 27.56; flying_speed <= 27.56; countermeasure = 0.0; flying_speed <= 27.56; flying_speed <= 38.83; day_time <= 6.00; countermeasure = 0.0; #threats <= 26.00; flying_speed <= 27.56,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1377,countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 15.83; #threats <= 75.00; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; flying_speed <= 27.56; countermeasure = 0.0; flying_speed <= 27.56; flying_speed <= 15.83; 26.00 < #threats <= 53.00; flying_speed <= 15.83,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1378,#threats <= 75.00; #threats <= 53.00; flying_speed <= 15.83; threat_range <= 30458.59,6,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1379,#threats <= 75.00; countermeasure = 1.0; #threats <= 75.00; day_time <= 6.00; threat_range <= 30458.59; #threats <= 75.00; day_time <= 6.00,8,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1
1380,countermeasure = 0.0; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; threat_range <= 20104.47; countermeasure = 0.0; weather = 1.0; countermeasure = 0.0; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 38.83; flying_speed <= 15.83; day_time > 12.00; countermeasure = 0.0,12,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1
1381,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 38.83; 26.00 < #threats <= 75.00; #threats <= 75.00; weather = 2.0; countermeasure = 0.0; flying_speed <= 38.83; #threats > 26.00; weather = 2.0; formation = 0.0; countermeasure = 0.0; threat_range > 10398.43; countermeasure = 0.0; flying_speed <= 38.83; day_time <= 12.00; #threats <= 75.00; threat_range > 30458.59,12,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
1382,#threats <= 53.00; threat_range > 30458.59; weather = 2.0; flying_speed <= 38.83; flying_speed <= 27.56; weather = 2.0; #threats <= 53.00,8,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1383,#threats <= 53.00; #threats <= 75.00; #threats <= 53.00; flying_speed > 15.83; 10398.43 < threat_range <= 20104.47; flying_speed <= 38.83; formation = 1.0; formation = 1.0,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1384,flying_speed <= 15.83; #threats <= 75.00; flying_speed <= 38.83; flying_speed <= 15.83; threat_range > 20104.47; day_time <= 18.00; flying_speed <= 15.83,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1385,#threats <= 75.00; #threats <= 53.00; #threats <= 53.00; day_time <= 6.00; threat_range <= 30458.59; 26.00 < #threats <= 53.00; day_time <= 6.00,8,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1386,#threats > 75.00; 10398.43 < threat_range <= 20104.47; 6.00 < day_time <= 18.00; flying_speed > 38.83; weather = 2.0; formation = 0.0; formation = 0.0; formation = 0.0; threat_range <= 30458.59; threat_range > 10398.43; #threats > 75.00; weather = 2.0; 10398.43 < threat_range <= 20104.47; threat_range > 10398.43; 10398.43 < threat_range <= 20104.47; flying_speed > 38.83; day_time <= 18.00; #threats > 75.00,10,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1387,countermeasure = 0.0; day_time <= 6.00; countermeasure = 0.0; flying_speed <= 15.83; weather = 3.0; countermeasure = 0.0; flying_speed <= 15.83; threat_range <= 20104.47; countermeasure = 0.0; day_time <= 6.00; flying_speed <= 15.83; flying_speed <= 15.83; countermeasure = 0.0; threat_range <= 20104.47,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1388,#threats > 75.00; flying_speed <= 27.56; threat_range <= 20104.47; formation = 0.0; flying_speed <= 38.83; weather = 2.0; flying_speed <= 15.83; flying_speed <= 38.83; day_time > 18.00; flying_speed <= 15.83; weather = 2.0; threat_range > 10398.43; flying_speed <= 15.83,9,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1389,#threats <= 75.00; #threats <= 53.00; threat_range <= 30458.59; day_time <= 6.00; 10398.43 < threat_range <= 20104.47; flying_speed > 38.83,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1390,countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 15.83; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 15.83; flying_speed <= 15.83; flying_speed <= 15.83; threat_range <= 30458.59; countermeasure = 0.0; weather = 3.0,12,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
1391,countermeasure = 0.0; flying_speed <= 27.56; countermeasure = 0.0; flying_speed <= 27.56; threat_range <= 30458.59; #threats > 26.00; countermeasure = 0.0; threat_range <= 10398.43; countermeasure = 0.0; flying_speed <= 27.56; #threats > 75.00; countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 27.56; countermeasure = 0.0; threat_range <= 20104.47; countermeasure = 0.0; day_time <= 18.00; flying_speed <= 27.56; weather = 1.0; weather = 1.0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1392,#threats > 53.00; flying_speed <= 15.83; threat_range > 30458.59; day_time > 12.00; formation = 0.0; #threats <= 75.00; #threats <= 75.00; flying_speed <= 27.56; threat_range > 30458.59; flying_speed <= 15.83; day_time <= 18.00; #threats <= 75.00; flying_speed <= 15.83,9,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1393,countermeasure = 0.0; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 27.56; weather = 3.0; threat_range <= 20104.47; flying_speed <= 27.56; countermeasure = 0.0; flying_speed <= 27.56; #threats > 26.00; threat_range <= 20104.47; formation = 1.0; countermeasure = 0.0; flying_speed <= 27.56; countermeasure = 0.0; threat_range <= 20104.47; countermeasure = 0.0; #threats <= 75.00; threat_range <= 10398.43,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1394,countermeasure = 0.0; threat_range <= 20104.47; countermeasure = 0.0; flying_speed <= 38.83; formation = 1.0; countermeasure = 0.0; flying_speed <= 27.56; #threats > 26.00; day_time <= 12.00; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 27.56; flying_speed <= 27.56; 10398.43 < threat_range <= 20104.47; countermeasure = 0.0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1395,countermeasure = 0.0; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 38.83; formation = 1.0; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 38.83; #threats <= 75.00; weather = 3.0; countermeasure = 0.0; #threats <= 53.00; countermeasure = 0.0; weather = 3.0; flying_speed > 15.83; threat_range > 30458.59; #threats <= 26.00,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1396,countermeasure = 0.0; countermeasure = 0.0; day_time <= 6.00; #threats > 53.00; threat_range > 20104.47; threat_range > 20104.47; day_time <= 6.00; countermeasure = 0.0; 10398.43 < threat_range <= 30458.59; #threats > 26.00; formation = 1.0; countermeasure = 0.0; formation = 1.0; threat_range <= 30458.59; countermeasure = 0.0; day_time <= 6.00; countermeasure = 0.0; threat_range <= 30458.59; day_time <= 6.00,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1397,countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 15.83; threat_range <= 10398.43; countermeasure = 0.0; day_time <= 6.00; flying_speed <= 15.83; countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 15.83; flying_speed <= 27.56; flying_speed <= 15.83; day_time <= 6.00; countermeasure = 0.0,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1398,countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 38.83; countermeasure = 0.0; day_time <= 6.00; threat_range > 10398.43; day_time <= 6.00; threat_range <= 30458.59; flying_speed <= 27.56; #threats <= 26.00,10,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1399,#threats <= 75.00; flying_speed <= 27.56; threat_range <= 20104.47; 10398.43 < threat_range <= 20104.47; day_time <= 6.00; threat_range <= 20104.47,8,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1
1400,countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 15.83; threat_range > 30458.59; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; flying_speed <= 27.56; flying_speed <= 15.83; weather = 1.0; flying_speed <= 15.83,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1401,flying_speed <= 15.83; flying_speed <= 15.83; day_time > 18.00; day_time > 18.00; flying_speed <= 15.83; #threats <= 53.00; threat_range > 10398.43; #threats <= 26.00,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1402,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 38.83; #threats > 26.00; weather = 1.0; countermeasure = 0.0; flying_speed <= 38.83; weather = 1.0; #threats > 26.00; #threats <= 75.00; countermeasure = 0.0; 53.00 < #threats <= 75.00; #threats <= 75.00; 10398.43 < threat_range <= 30458.59; countermeasure = 0.0; #threats <= 75.00,12,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1
1403,countermeasure = 0.0; weather = 1.0; countermeasure = 0.0; 26.00 < #threats <= 75.00; threat_range <= 20104.47; #threats <= 75.00; countermeasure = 0.0; day_time <= 12.00; 26.00 < #threats <= 75.00; countermeasure = 0.0; countermeasure = 0.0; 26.00 < #threats <= 75.00; weather = 1.0; #threats <= 75.00; 10398.43 < threat_range <= 20104.47; #threats <= 53.00,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1404,countermeasure = 0.0; #threats <= 75.00; #threats <= 75.00; day_time > 12.00; countermeasure = 0.0; day_time > 12.00; 12.00 < day_time <= 18.00; threat_range <= 30458.59; 53.00 < #threats <= 75.00; countermeasure = 0.0,10,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
1405,#threats > 75.00; 15.83 < flying_speed <= 38.83; flying_speed <= 38.83; #threats > 75.00; weather = 1.0; day_time > 12.00; formation = 1.0; threat_range > 30458.59; flying_speed <= 38.83; flying_speed <= 38.83; #threats > 75.00; weather = 1.0; threat_range > 20104.47; weather = 1.0; #threats > 75.00; flying_speed <= 38.83; threat_range > 30458.59; formation = 1.0; day_time > 6.00; flying_speed <= 38.83; flying_speed > 27.56; day_time > 12.00; threat_range > 10398.43; formation = 1.0; threat_range > 20104.47,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1406,#threats <= 53.00; #threats <= 26.00; #threats <= 26.00; #threats <= 26.00; #threats <= 53.00; 12.00 < day_time <= 18.00; 15.83 < flying_speed <= 38.83; threat_range <= 30458.59; formation = 1.0; weather = 4.0; #threats <= 26.00,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1407,#threats > 75.00; day_time > 12.00; threat_range > 30458.59; weather = 4.0; day_time > 18.00; day_time > 18.00; #threats > 26.00; threat_range > 10398.43; flying_speed > 38.83; threat_range > 10398.43; day_time > 12.00; weather = 4.0; formation = 1.0; flying_speed > 38.83,9,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1
1408,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 38.83; #threats <= 75.00; #threats <= 26.00; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 27.56; #threats <= 75.00; weather = 1.0; countermeasure = 0.0; flying_speed <= 27.56; flying_speed <= 38.83; #threats <= 53.00; countermeasure = 0.0; threat_range > 10398.43; flying_speed <= 27.56; day_time > 6.00; threat_range > 30458.59,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1409,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 15.83; threat_range <= 20104.47; weather = 3.0; countermeasure = 0.0; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; weather = 3.0; flying_speed <= 15.83,11,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1410,countermeasure = 0.0; countermeasure = 0.0; flying_speed <= 15.83; threat_range <= 10398.43; flying_speed <= 15.83; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; threat_range <= 10398.43; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; threat_range <= 30458.59; flying_speed <= 15.83; day_time <= 6.00; day_time <= 6.00,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1411,countermeasure = 0.0; countermeasure = 0.0; day_time <= 18.00; formation = 1.0; #threats <= 75.00; #threats <= 75.00; #threats <= 75.00; countermeasure = 0.0; 20104.47 < threat_range <= 30458.59; #threats > 26.00; countermeasure = 0.0; #threats > 26.00; #threats > 26.00; countermeasure = 0.0; 10398.43 < threat_range <= 30458.59; formation = 1.0; countermeasure = 0.0,12,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
1412,#threats <= 75.00; flying_speed <= 15.83; flying_speed <= 38.83; flying_speed <= 15.83; flying_speed <= 15.83,7,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
1413,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 38.83; #threats > 26.00; #threats <= 75.00; formation = 1.0; countermeasure = 0.0; flying_speed <= 38.83; #threats <= 75.00; day_time <= 12.00; countermeasure = 0.0; flying_speed <= 38.83; threat_range > 10398.43; countermeasure = 0.0; formation = 1.0; day_time <= 12.00; countermeasure = 0.0,12,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1414,day_time > 18.00; #threats <= 75.00; #threats <= 53.00; flying_speed > 27.56; threat_range <= 30458.59; day_time > 6.00; #threats <= 26.00,8,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1415,countermeasure = 0.0; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 27.56; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; countermeasure = 0.0; flying_speed <= 15.83; flying_speed <= 15.83,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1416,#threats <= 75.00; weather = 4.0; flying_speed <= 27.56; flying_speed <= 27.56; threat_range > 10398.43; #threats <= 75.00; day_time > 18.00,8,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1417,countermeasure = 0.0; day_time <= 18.00; countermeasure = 0.0; flying_speed <= 38.83; #threats > 53.00; threat_range > 20104.47; countermeasure = 0.0; flying_speed <= 38.83; threat_range <= 30458.59; weather = 1.0; #threats > 53.00; countermeasure = 0.0; flying_speed <= 38.83; threat_range > 10398.43; countermeasure = 0.0; flying_speed <= 38.83; 10398.43 < threat_range <= 30458.59; weather = 1.0,11,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1418,countermeasure = 0.0; #threats <= 75.00; countermeasure = 0.0; 27.56 < flying_speed <= 38.83; #threats > 26.00; #threats <= 75.00; #threats > 26.00; countermeasure = 0.0; #threats > 26.00; threat_range <= 30458.59; threat_range <= 20104.47; 26.00 < #threats <= 53.00; formation = 0.0; countermeasure = 0.0,11,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
1419,#threats > 75.00; formation = 0.0; 6.00 < day_time <= 18.00; 10398.43 < threat_range <= 30458.59; flying_speed > 15.83; flying_speed <= 38.83; flying_speed <= 38.83; flying_speed <= 38.83; flying_speed <= 38.83; 27.56 < flying_speed <= 38.83; 20104.47 < threat_range <= 30458.59; #threats > 26.00; 12.00 < day_time <= 18.00; weather = 4.0,9,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1420,countermeasure = 0.0; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 15.83; #threats <= 75.00; countermeasure = 0.0; flying_speed <= 15.83; threat_range <= 10398.43; #threats <= 53.00; countermeasure = 0.0; flying_speed <= 15.83; flying_speed <= 15.83; #threats <= 53.00; weather = 1.0; flying_speed <= 15.83,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1421,flying_speed <= 38.83; #threats <= 75.00; day_time > 18.00; formation = 1.0; day_time > 18.00,7,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1
1422,countermeasure = 0.0; flying_speed <= 38.83; countermeasure = 0.0; flying_speed <= 38.83; 53.00 < #threats <= 75.00; #threats <= 75.00; day_time <= 6.00; countermeasure = 0.0; flying_speed <= 38.83; day_time <= 6.00; countermeasure = 0.0; flying_speed <= 38.83; threat_range <= 20104.47; day_time <= 6.00; flying_speed > 15.83; flying_speed <= 38.83,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1423,threat_range > 10398.43; weather = 3.0; threat_range > 20104.47; flying_speed <= 27.56; #threats <= 26.00; #threats <= 53.00; flying_speed <= 27.56; threat_range > 30458.59; weather = 3.0; #threats <= 53.00,8,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1424,#threats <= 75.00; #threats <= 26.00; formation = 1.0; weather = 1.0; threat_range <= 10398.43; #threats <= 53.00; day_time <= 18.00; formation = 1.0; #threats <= 26.00,8,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1
1425,day_time <= 6.00; #threats > 26.00; formation = 0.0; threat_range <= 20104.47; #threats <= 75.00; #threats <= 75.00; #threats <= 53.00; #threats <= 53.00; day_time <= 6.00; 26.00 < #threats <= 53.00; threat_range <= 20104.47; day_time <= 6.00,9,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1426,countermeasure = 0.0; countermeasure = 0.0; 53.00 < #threats <= 75.00; threat_range <= 30458.59; weather = 3.0; #threats <= 75.00; day_time > 18.00; countermeasure = 0.0; weather = 3.0; threat_range <= 30458.59; 53.00 < #threats <= 75.00; countermeasure = 0.0; countermeasure = 0.0; #threats > 26.00; day_time > 18.00; day_time > 18.00; threat_range <= 20104.47; #threats <= 75.00; flying_speed > 38.83; day_time > 18.00; flying_speed > 27.56,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1427,day_time > 12.00; weather = 1.0; weather = 1.0; flying_speed <= 27.56; flying_speed <= 15.83; threat_range > 30458.59; #threats <= 53.00; flying_speed <= 15.83,8,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1428,#threats > 75.00; day_time <= 12.00; weather = 1.0; threat_range <= 10398.43; flying_speed > 27.56; day_time <= 18.00; flying_speed <= 38.83; threat_range <= 30458.59; day_time <= 6.00; weather = 1.0; threat_range <= 20104.47; threat_range <= 10398.43,9,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
