n_satisfied_reqs,satisfied_reqs,formation,flying_speed,countermeasure,weather,day_time,threat_range,#threats
11,req_0;req_1;req_2;req_3;req_4;req_5;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 27.56, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, 6.0, False, True)","(-inf, inf, False, False)","(26.0, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 27.56, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(18.0, inf, False, False)","(-inf, inf, False, False)","(-inf, inf, False, False)"
11,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 27.56, False, True)","(-inf, inf, False, False)","(2.0, 2.0, True, True)","(-inf, 12.0, False, True)","(-inf, 20104.47, False, True)","(-inf, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(0.0, 0.0, True, True)","(-inf, inf, False, False)","(0.0, 0.0, True, True)","(2.0, 2.0, True, True)","(-inf, 12.0, False, True)","(20104.47, 30458.59, False, True)","(-inf, 26.0, False, True)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(0.0, 0.0, True, True)","(-inf, 15.83, False, True)","(-inf, inf, False, False)","(4.0, 4.0, True, True)","(-inf, 6.0, False, True)","(20104.47, 30458.59, False, True)","(26.0, 53.0, False, True)"
7,req_1;req_2;req_4;req_7;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 38.83, False, True)","(-inf, inf, False, False)","(2.0, 2.0, True, True)","(-inf, 6.0, False, True)","(-inf, inf, False, False)","(-inf, 26.0, False, True)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(0.0, 0.0, True, True)","(27.56, 38.83, False, True)","(0.0, 0.0, True, True)","(4.0, 4.0, True, True)","(18.0, inf, False, False)","(20104.47, 30458.59, False, True)","(26.0, inf, False, False)"
7,req_1;req_2;req_4;req_5;req_7;req_9;req_10,"(-inf, inf, False, False)","(15.83, 38.83, False, True)","(0.0, 0.0, True, True)","(2.0, 2.0, True, True)","(-inf, 18.0, False, True)","(20104.47, inf, False, False)","(53.0, 75.0, False, True)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 27.56, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(18.0, inf, False, False)","(-inf, 10398.43, False, True)","(-inf, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 38.83, False, True)","(0.0, 0.0, True, True)","(1.0, 1.0, True, True)","(-inf, 18.0, False, True)","(-inf, 10398.43, False, True)","(26.0, 75.0, False, True)"
3,req_0;req_1;req_2,"(-inf, inf, False, False)","(-inf, 38.83, False, True)","(-inf, inf, False, False)","(2.0, 2.0, True, True)","(-inf, 6.0, False, True)","(-inf, inf, False, False)","(-inf, 26.0, False, True)"
9,req_0;req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 15.83, False, True)","(0.0, 0.0, True, True)","(4.0, 4.0, True, True)","(-inf, inf, False, False)","(10398.43, 30458.59, False, True)","(-inf, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 38.83, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, 18.0, False, True)","(10398.43, 30458.59, False, True)","(26.0, 53.0, False, True)"
8,req_0;req_1;req_2;req_4;req_5;req_7;req_8;req_9,"(-inf, inf, False, False)","(-inf, inf, False, False)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, 12.0, False, True)","(30458.59, inf, False, False)","(-inf, 26.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(1.0, 1.0, True, True)","(-inf, 27.56, False, True)","(0.0, 0.0, True, True)","(1.0, 1.0, True, True)","(-inf, 18.0, False, True)","(10398.43, 20104.47, False, True)","(-inf, inf, False, False)"
7,req_1;req_2;req_4;req_5;req_7;req_9;req_11,"(-inf, inf, False, False)","(-inf, 15.83, False, True)","(-inf, inf, False, False)","(-inf, inf, False, False)","(-inf, 6.0, False, True)","(-inf, inf, False, False)","(-inf, 75.0, False, True)"
10,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9,"(1.0, 1.0, True, True)","(15.83, 38.83, False, True)","(-inf, inf, False, False)","(2.0, 2.0, True, True)","(-inf, 6.0, False, True)","(-inf, 20104.47, False, True)","(75.0, inf, False, False)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 15.83, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, 6.0, False, True)","(20104.47, 30458.59, False, True)","(-inf, 75.0, False, True)"
9,req_0;req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 27.56, False, True)","(-inf, inf, False, False)","(1.0, 1.0, True, True)","(12.0, 18.0, False, True)","(20104.47, 30458.59, False, True)","(75.0, inf, False, False)"
2,req_0;req_2,"(-inf, inf, False, False)","(27.56, 38.83, False, True)","(0.0, 0.0, True, True)","(3.0, 3.0, True, True)","(-inf, inf, False, False)","(20104.47, 30458.59, False, True)","(26.0, 53.0, False, True)"
10,req_0;req_1;req_2;req_4;req_5;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, inf, False, False)","(-inf, inf, False, False)","(-inf, inf, False, False)","(-inf, 6.0, False, True)","(-inf, inf, False, False)","(26.0, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 15.83, False, True)","(0.0, 0.0, True, True)","(4.0, 4.0, True, True)","(6.0, 18.0, False, True)","(30458.59, inf, False, False)","(-inf, inf, False, False)"
9,req_0;req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 15.83, False, True)","(-inf, inf, False, False)","(2.0, 2.0, True, True)","(12.0, inf, False, False)","(20104.47, inf, False, False)","(-inf, 53.0, False, True)"
7,req_1;req_2;req_4;req_5;req_7;req_9;req_11,"(1.0, 1.0, True, True)","(-inf, 38.83, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, 18.0, False, True)","(10398.43, 30458.59, False, True)","(-inf, 53.0, False, True)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(1.0, 1.0, True, True)","(-inf, inf, False, False)","(0.0, 0.0, True, True)","(1.0, 1.0, True, True)","(-inf, 12.0, False, True)","(10398.43, 20104.47, False, True)","(53.0, 75.0, False, True)"
9,req_0;req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 27.56, False, True)","(0.0, 0.0, True, True)","(3.0, 3.0, True, True)","(-inf, inf, False, False)","(-inf, 20104.47, False, True)","(-inf, 53.0, False, True)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 38.83, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(12.0, inf, False, False)","(10398.43, inf, False, False)","(26.0, 75.0, False, True)"
9,req_0;req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 27.56, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, 6.0, False, True)","(-inf, 20104.47, False, True)","(-inf, inf, False, False)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 15.83, False, True)","(0.0, 0.0, True, True)","(2.0, 2.0, True, True)","(-inf, 6.0, False, True)","(-inf, 10398.43, False, True)","(-inf, inf, False, False)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(1.0, 1.0, True, True)","(15.83, 27.56, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, inf, False, False)","(20104.47, inf, False, False)","(26.0, inf, False, False)"
9,req_0;req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 38.83, False, True)","(0.0, 0.0, True, True)","(3.0, 3.0, True, True)","(-inf, 12.0, False, True)","(30458.59, inf, False, False)","(-inf, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(1.0, 1.0, True, True)","(15.83, 27.56, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, inf, False, False)","(-inf, 20104.47, False, True)","(26.0, 75.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 38.83, False, True)","(0.0, 0.0, True, True)","(2.0, 2.0, True, True)","(-inf, 18.0, False, True)","(10398.43, 20104.47, False, True)","(26.0, 75.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(0.0, 0.0, True, True)","(-inf, 38.83, False, True)","(0.0, 0.0, True, True)","(3.0, 3.0, True, True)","(18.0, inf, False, False)","(20104.47, inf, False, False)","(26.0, 75.0, False, True)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(1.0, 1.0, True, True)","(-inf, 27.56, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, inf, False, False)","(10398.43, 20104.47, False, True)","(-inf, inf, False, False)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 38.83, False, True)","(-inf, inf, False, False)","(3.0, 3.0, True, True)","(-inf, 18.0, False, True)","(-inf, 20104.47, False, True)","(26.0, 75.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 15.83, False, True)","(-inf, inf, False, False)","(-inf, inf, False, False)","(-inf, inf, False, False)","(10398.43, inf, False, False)","(-inf, 53.0, False, True)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, inf, False, False)","(0.0, 0.0, True, True)","(1.0, 1.0, True, True)","(6.0, 12.0, False, True)","(20104.47, 30458.59, False, True)","(-inf, 26.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 15.83, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(18.0, inf, False, False)","(-inf, 30458.59, False, True)","(26.0, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, inf, False, False)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, 12.0, False, True)","(10398.43, 20104.47, False, True)","(53.0, 75.0, False, True)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(0.0, 0.0, True, True)","(-inf, 15.83, False, True)","(-inf, inf, False, False)","(1.0, 1.0, True, True)","(6.0, 18.0, False, True)","(-inf, 10398.43, False, True)","(-inf, inf, False, False)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(0.0, 0.0, True, True)","(-inf, 15.83, False, True)","(-inf, inf, False, False)","(4.0, 4.0, True, True)","(12.0, inf, False, False)","(10398.43, 20104.47, False, True)","(75.0, inf, False, False)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(38.83, inf, False, False)","(0.0, 0.0, True, True)","(4.0, 4.0, True, True)","(-inf, 6.0, False, True)","(10398.43, inf, False, False)","(26.0, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 15.83, False, True)","(0.0, 0.0, True, True)","(2.0, 2.0, True, True)","(-inf, inf, False, False)","(-inf, 20104.47, False, True)","(-inf, inf, False, False)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 38.83, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, 12.0, False, True)","(20104.47, 30458.59, False, True)","(26.0, 75.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(1.0, 1.0, True, True)","(-inf, 27.56, False, True)","(1.0, 1.0, True, True)","(-inf, inf, False, False)","(-inf, 6.0, False, True)","(-inf, 30458.59, False, True)","(-inf, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 27.56, False, True)","(0.0, 0.0, True, True)","(2.0, 2.0, True, True)","(-inf, inf, False, False)","(10398.43, 30458.59, False, True)","(-inf, inf, False, False)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 27.56, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, 6.0, False, True)","(30458.59, inf, False, False)","(26.0, 75.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(0.0, 0.0, True, True)","(-inf, 15.83, False, True)","(-inf, inf, False, False)","(-inf, inf, False, False)","(-inf, 18.0, False, True)","(10398.43, inf, False, False)","(-inf, 75.0, False, True)"
11,req_0;req_1;req_2;req_3;req_4;req_5;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, inf, False, False)","(0.0, 0.0, True, True)","(3.0, 3.0, True, True)","(-inf, 6.0, False, True)","(20104.47, 30458.59, False, True)","(26.0, inf, False, False)"
7,req_1;req_2;req_4;req_5;req_7;req_9;req_11,"(1.0, 1.0, True, True)","(15.83, 27.56, False, True)","(-inf, inf, False, False)","(3.0, 3.0, True, True)","(-inf, 6.0, False, True)","(-inf, 20104.47, False, True)","(75.0, inf, False, False)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 15.83, False, True)","(0.0, 0.0, True, True)","(1.0, 1.0, True, True)","(-inf, inf, False, False)","(-inf, inf, False, False)","(-inf, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(0.0, 0.0, True, True)","(-inf, 38.83, False, True)","(-inf, inf, False, False)","(-inf, inf, False, False)","(-inf, inf, False, False)","(10398.43, 20104.47, False, True)","(-inf, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(1.0, 1.0, True, True)","(-inf, 38.83, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(12.0, 18.0, False, True)","(-inf, 30458.59, False, True)","(26.0, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, inf, False, False)","(-inf, inf, False, False)","(-inf, inf, False, False)","(6.0, 18.0, False, True)","(-inf, inf, False, False)","(-inf, 53.0, False, True)"
7,req_0;req_1;req_2;req_4;req_5;req_7;req_11,"(-inf, inf, False, False)","(-inf, 15.83, False, True)","(-inf, inf, False, False)","(-inf, inf, False, False)","(-inf, 12.0, False, True)","(-inf, 10398.43, False, True)","(75.0, inf, False, False)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 38.83, False, True)","(0.0, 0.0, True, True)","(2.0, 2.0, True, True)","(-inf, inf, False, False)","(10398.43, 20104.47, False, True)","(26.0, 53.0, False, True)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 38.83, False, True)","(0.0, 0.0, True, True)","(3.0, 3.0, True, True)","(-inf, 6.0, False, True)","(10398.43, inf, False, False)","(53.0, 75.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 27.56, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(12.0, inf, False, False)","(-inf, 20104.47, False, True)","(26.0, 75.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(0.0, 0.0, True, True)","(-inf, 38.83, False, True)","(0.0, 0.0, True, True)","(3.0, 3.0, True, True)","(-inf, 12.0, False, True)","(10398.43, 20104.47, False, True)","(75.0, inf, False, False)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(1.0, 1.0, True, True)","(-inf, 38.83, False, True)","(0.0, 0.0, True, True)","(4.0, 4.0, True, True)","(-inf, 12.0, False, True)","(20104.47, 30458.59, False, True)","(53.0, inf, False, False)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(1.0, 1.0, True, True)","(-inf, 27.56, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, 12.0, False, True)","(-inf, 30458.59, False, True)","(-inf, 26.0, False, True)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(1.0, 1.0, True, True)","(-inf, 38.83, False, True)","(0.0, 0.0, True, True)","(3.0, 3.0, True, True)","(12.0, 18.0, False, True)","(20104.47, 30458.59, False, True)","(75.0, inf, False, False)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 27.56, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, 18.0, False, True)","(10398.43, 20104.47, False, True)","(53.0, inf, False, False)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, inf, False, False)","(0.0, 0.0, True, True)","(2.0, 2.0, True, True)","(18.0, inf, False, False)","(-inf, 30458.59, False, True)","(-inf, 75.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 15.83, False, True)","(-inf, inf, False, False)","(2.0, 2.0, True, True)","(12.0, inf, False, False)","(10398.43, inf, False, False)","(-inf, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 27.56, False, True)","(-inf, inf, False, False)","(-inf, inf, False, False)","(-inf, 6.0, False, True)","(-inf, inf, False, False)","(-inf, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 15.83, False, True)","(-inf, inf, False, False)","(1.0, 1.0, True, True)","(-inf, inf, False, False)","(10398.43, 20104.47, False, True)","(-inf, inf, False, False)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 27.56, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, 12.0, False, True)","(30458.59, inf, False, False)","(53.0, 75.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 27.56, False, True)","(0.0, 0.0, True, True)","(1.0, 1.0, True, True)","(-inf, inf, False, False)","(-inf, inf, False, False)","(26.0, 53.0, False, True)"
6,req_1;req_2;req_4;req_5;req_7;req_9,"(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, inf, False, False)","(3.0, 3.0, True, True)","(-inf, 6.0, False, True)","(-inf, inf, False, False)","(26.0, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(1.0, 1.0, True, True)","(-inf, 38.83, False, True)","(0.0, 0.0, True, True)","(1.0, 1.0, True, True)","(-inf, 18.0, False, True)","(10398.43, 20104.47, False, True)","(26.0, inf, False, False)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 38.83, False, True)","(0.0, 0.0, True, True)","(4.0, 4.0, True, True)","(-inf, 12.0, False, True)","(10398.43, inf, False, False)","(53.0, 75.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 27.56, False, True)","(-inf, inf, False, False)","(-inf, inf, False, False)","(-inf, 6.0, False, True)","(-inf, 20104.47, False, True)","(26.0, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 27.56, False, True)","(-inf, inf, False, False)","(1.0, 1.0, True, True)","(-inf, inf, False, False)","(-inf, inf, False, False)","(26.0, 53.0, False, True)"
9,req_0;req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(1.0, 1.0, True, True)","(-inf, 27.56, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, inf, False, False)","(20104.47, 30458.59, False, True)","(75.0, inf, False, False)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 27.56, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(12.0, 18.0, False, True)","(-inf, 10398.43, False, True)","(-inf, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 15.83, False, True)","(0.0, 0.0, True, True)","(2.0, 2.0, True, True)","(18.0, inf, False, False)","(-inf, 30458.59, False, True)","(-inf, inf, False, False)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 38.83, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, 6.0, False, True)","(10398.43, 30458.59, False, True)","(26.0, 75.0, False, True)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 15.83, False, True)","(0.0, 0.0, True, True)","(1.0, 1.0, True, True)","(-inf, inf, False, False)","(10398.43, 30458.59, False, True)","(-inf, 26.0, False, True)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(1.0, 1.0, True, True)","(-inf, 27.56, False, True)","(0.0, 0.0, True, True)","(1.0, 1.0, True, True)","(18.0, inf, False, False)","(20104.47, inf, False, False)","(26.0, inf, False, False)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 15.83, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, 6.0, False, True)","(-inf, 10398.43, False, True)","(53.0, inf, False, False)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(1.0, 1.0, True, True)","(-inf, 27.56, False, True)","(0.0, 0.0, True, True)","(3.0, 3.0, True, True)","(-inf, 12.0, False, True)","(-inf, inf, False, False)","(-inf, 26.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(0.0, 0.0, True, True)","(-inf, 15.83, False, True)","(-inf, inf, False, False)","(-inf, inf, False, False)","(-inf, inf, False, False)","(-inf, inf, False, False)","(-inf, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(15.83, 38.83, False, True)","(0.0, 0.0, True, True)","(3.0, 3.0, True, True)","(18.0, inf, False, False)","(-inf, 10398.43, False, True)","(26.0, 75.0, False, True)"
7,req_0;req_2;req_5;req_7;req_9;req_10;req_11,"(1.0, 1.0, True, True)","(38.83, inf, False, False)","(0.0, 0.0, True, True)","(3.0, 3.0, True, True)","(-inf, 6.0, False, True)","(-inf, inf, False, False)","(26.0, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(1.0, 1.0, True, True)","(-inf, 27.56, False, True)","(0.0, 0.0, True, True)","(3.0, 3.0, True, True)","(-inf, 18.0, False, True)","(20104.47, 30458.59, False, True)","(-inf, 53.0, False, True)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(0.0, 0.0, True, True)","(-inf, 15.83, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, inf, False, False)","(-inf, 20104.47, False, True)","(-inf, 53.0, False, True)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(0.0, 0.0, True, True)","(-inf, inf, False, False)","(0.0, 0.0, True, True)","(3.0, 3.0, True, True)","(-inf, 18.0, False, True)","(20104.47, 30458.59, False, True)","(26.0, 75.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(0.0, 0.0, True, True)","(-inf, 38.83, False, True)","(0.0, 0.0, True, True)","(2.0, 2.0, True, True)","(12.0, inf, False, False)","(20104.47, 30458.59, False, True)","(-inf, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(0.0, 0.0, True, True)","(-inf, 15.83, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(18.0, inf, False, False)","(-inf, inf, False, False)","(-inf, 53.0, False, True)"
7,req_0;req_1;req_2;req_4;req_5;req_6;req_11,"(1.0, 1.0, True, True)","(-inf, 38.83, False, True)","(0.0, 0.0, True, True)","(1.0, 1.0, True, True)","(-inf, 18.0, False, True)","(-inf, 20104.47, False, True)","(-inf, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 38.83, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(18.0, inf, False, False)","(10398.43, 20104.47, False, True)","(26.0, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 38.83, False, True)","(-inf, inf, False, False)","(4.0, 4.0, True, True)","(-inf, inf, False, False)","(-inf, inf, False, False)","(26.0, 53.0, False, True)"
12,req_0;req_1;req_2;req_3;req_4;req_5;req_6;req_7;req_8;req_9;req_10;req_11,"(-inf, inf, False, False)","(-inf, 15.83, False, True)","(-inf, inf, False, False)","(3.0, 3.0, True, True)","(-inf, inf, False, False)","(-inf, 20104.47, False, True)","(-inf, inf, False, False)"
8,req_1;req_2;req_4;req_5;req_7;req_9;req_10;req_11,"(0.0, 0.0, True, True)","(-inf, 15.83, False, True)","(0.0, 0.0, True, True)","(-inf, inf, False, False)","(-inf, inf, False, False)","(-inf, inf, False, False)","(-inf, 75.0, False, True)"
